city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Ramamurthy Nagar,3,1,1,-,acept,not furnished,0,7410,0,114,7524
Kolkata,Picnic Garden,2,1,1,1,not acept,not furnished,2205,6450,594,87,9336
Kolkata,Patuli,2,2,1,4,acept,not furnished,1110,5100,270,69,6549
Bangalore,Kodichikkanahalli,4,4,2,6,acept,furnished,9600,23400,1752,297,35040
Bangalore,Vittasandra,3,4,3,7,acept,not furnished,4200,15000,351,192,19743
Delhi,Uday Park,2,1,1,9,acept,not furnished,1680,4800,0,63,6543
Mumbai,Chembur East,3,2,2,3,acept,furnished,2400,12300,300,180,15180
Bangalore,Electronics City Phase 1,3,3,2,10,acept,not furnished,3687,12000,1170,153,17010
Delhi,Sector-7 Rohini,2,5,5,-,not acept,not furnished,0,5430,162,84,5676
Bangalore,Attibele,2,2,2,8,not acept,not furnished,2610,9900,810,126,13446
Bangalore,Sarjapur  Road,2,1,1,12,acept,not furnished,4200,9000,9000,117,22317
Bangalore,Chikkalasandra,4,4,2,4,acept,not furnished,9900,39000,4251,495,53640
Chennai,Kelambakkam,2,1,1,1,acept,not furnished,1266,2610,270,36,4182
Bangalore,Hennur Road,3,2,2,3,acept,not furnished,3300,7350,351,96,11097
Bangalore,Ramamurthy Nagar,2,1,1,4,acept,furnished,6195,18000,1800,231,26226
Mumbai,Mulund West,2,2,2,6,acept,not furnished,1200,5850,123,87,7260
Mumbai,Goregaon East,1,1,1,11,acept,not furnished,1500,6600,150,99,8349
Bangalore,Electronic City Phase II,4,4,2,-,acept,furnished,0,15000,12741,228,27969
Bangalore,Uttarahalli,3,2,2,5,acept,not furnished,3135,7200,681,93,11109
Bangalore,9th Phase JP Nagar,1,1,1,15,not acept,furnished,1530,6900,315,90,8835
Chennai,Valasaravakkam,2,3,2,4,acept,furnished,2061,10500,660,135,13356
Delhi,Patparganj,3,2,1,2,acept,not furnished,4500,7650,471,99,12720
Bangalore,Kanakpura Road,2,2,1,5,acept,not furnished,1434,3900,0,51,5385
Bangalore,Electronic City,3,2,1,1,acept,not furnished,2637,4800,270,63,7770
Bangalore,Poorna Pragna Layout,4,7,8,-,not acept,not furnished,30000,25500,627,384,56520
Delhi,Uttam Nagar,2,2,1,2,acept,furnished,1950,6600,201,87,8838
Delhi,Ramesh Nagar,3,2,1,4,acept,not furnished,5400,15300,1251,198,22149
Chennai,Ambattur,3,1,1,-,acept,not furnished,0,4500,150,69,4719
Bangalore,Yeshwanthpur,5,4,3,-,acept,not furnished,7800,20700,3051,312,31860
Mumbai,Ulwe,1,1,1,2,acept,not furnished,900,3000,150,45,4095
Bangalore,Hosakerehalli,3,2,2,3,not acept,not furnished,2469,9000,1050,117,12636
Bangalore,Sarjapur  Road,1,2,1,1,acept,furnished,3900,24750,627,315,29592
Bangalore,EPIP Zone,4,3,2,-,acept,not furnished,0,11985,396,183,12564
Bangalore,Bellandur,3,3,4,-,acept,not furnished,0,11100,552,168,11820
Mumbai,Vasai,1,1,0,1,acept,furnished,0,4020,12,60,4092
Delhi,laxmi nagar,2,1,0,1,acept,not furnished,1680,11700,552,153,14085
Bangalore,Yeshwanthpur,4,3,2,-,acept,not furnished,0,10170,1200,129,11499
Bangalore,Hebbal,4,6,4,12,not acept,not furnished,9000,43500,2625,552,55680
Bangalore,Jakkur,3,4,2,10,not acept,not furnished,5292,18000,144,231,23667
Kolkata,Ballygunge,2,1,0,-,acept,not furnished,105,3000,0,51,3156
Bangalore,Kanakpura Road,2,1,1,5,acept,not furnished,1986,3450,360,45,5841
Kolkata,sahakara nagar,4,2,3,3,not acept,not furnished,5400,10500,1413,141,17454
Bangalore,Begur Road,3,4,4,2,acept,not furnished,9501,16500,3252,210,29463
Bangalore,Electronic City Phase II,1,1,1,18,not acept,not furnished,6000,5850,687,75,12612
Bangalore,Electronic City Phase II,1,1,1,14,acept,furnished,1050,7740,249,99,9138
Bangalore,Kanakpura Road,1,1,0,-,acept,not furnished,0,3000,102,48,3150
Delhi,New Ashok Nagar,3,2,1,9,acept,furnished,6000,26100,1950,339,34380
Delhi,Saket,1,1,0,3,acept,not furnished,942,2100,0,30,3072
Chennai,Thirunindravur,4,4,8,-,acept,not furnished,0,22500,600,339,23439
Bangalore,Devanahalli,2,2,1,15,acept,not furnished,1071,9600,150,123,10944
Kolkata,rajarhat newtown,3,3,3,11,not acept,furnished,2700,7500,792,102,11094
Mumbai,Bandra East,2,1,1,7,acept,not furnished,1080,3450,90,51,4671
Bangalore,Thigalarapalya,3,4,4,13,not acept,not furnished,9450,36000,3465,459,49380
Bangalore,Hennur Gardens,5,5,2,-,acept,furnished,0,26880,4500,405,31800
Bangalore,Volagerekallahalli,2,3,3,21,acept,not furnished,4809,13500,2649,174,21132
Delhi,Janakpuri,3,2,1,-,acept,not furnished,0,9780,252,150,10182
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,2340,51,36,2427
Bangalore,Harlur,3,4,2,-,acept,not furnished,3,24600,1875,372,26850
Delhi,Chattarpur,1,1,0,3,acept,not furnished,1560,4740,0,63,6363
Bangalore,Electronic City Phase II,1,1,0,7,not acept,not furnished,1635,4050,117,54,5856
Chennai,Egmore,1,1,0,12,acept,not furnished,1404,2160,183,30,3777
Bangalore,Sarjapur  Road,3,1,0,-,acept,not furnished,0,3900,0,60,3960
Bangalore,Electronic City Phase II,1,1,1,10,not acept,not furnished,2658,4500,0,60,7218
Bangalore,Bannerghatta Road,1,1,2,7,acept,not furnished,3000,6570,900,84,10554
Bangalore,7th Phase JP Nagar,1,1,0,22,not acept,not furnished,1050,3045,99,39,4233
Chennai,Kattankulathur,1,1,0,8,acept,furnished,1134,5700,129,75,7038
Bangalore,Tindlu,2,1,3,-,acept,not furnished,0,10500,642,159,11301
Bangalore,Kogilu,1,1,0,4,not acept,not furnished,1182,3534,84,45,4845
Bangalore,Nagavarapalya,3,1,2,-,acept,not furnished,0,6300,870,96,7266
Delhi,Greater Kailash II,2,1,0,-,acept,not furnished,1410,8400,651,129,10590
Bangalore,Sarjapur,1,1,0,-,acept,furnished,1806,5400,390,69,7665
Bangalore,Gottigere,1,1,1,5,acept,not furnished,2307,14400,582,183,17472
Bangalore,Yelahanka,1,1,0,5,acept,not furnished,1734,6900,0,90,8724
Bangalore,Bannerghatta Road,3,1,2,-,not acept,not furnished,0,10500,351,159,11010
Bangalore,Shanti Nagar,2,3,3,1,not acept,furnished,6000,37500,2175,477,46140
Kolkata,New Town,3,1,0,4,acept,not furnished,990,2910,255,39,4194
Delhi,Sheikh Sarai,1,1,0,3,acept,not furnished,1884,1950,147,27,4008
Bangalore,5th Phase JP Nagar,1,1,1,7,acept,furnished,1530,11400,0,147,13077
Delhi,Rohini sector 24,2,2,1,4,acept,not furnished,2580,4800,0,63,7443
Chennai,Madipakkam,2,1,1,3,acept,not furnished,867,2850,33,39,3789
Chennai,Perumbakkam,1,1,1,9,acept,not furnished,2274,3444,252,45,6015
Chennai,Madipakkam,1,1,1,3,acept,not furnished,2130,2160,120,30,4440
Bangalore,Sarjapur  Road,2,1,0,-,acept,not furnished,0,6900,369,105,7374
Chennai,Mogappair,1,1,1,13,acept,not furnished,1410,5250,225,69,6954
Delhi,Safdarjung Enclave,2,2,1,8,acept,not furnished,2700,7500,819,99,11118
Chennai,Sholinganallur,2,1,1,8,not acept,furnished,1500,9750,468,126,11844
Bangalore,7th Phase JP Nagar,1,1,1,12,not acept,not furnished,3264,9600,0,123,12987
Bangalore,Cox Town,3,4,4,18,not acept,furnished,6300,36000,3876,459,46650
Bangalore,Akshaya Nagar,4,5,4,4,acept,not furnished,12000,24000,8001,306,44310
Delhi,Panchsheel Park,3,2,2,7,acept,not furnished,2955,6900,366,90,10311
Kolkata,Bansdroni,4,2,4,-,acept,not furnished,0,9600,618,159,10377
Bangalore,Electronics City Phase 1,3,2,1,5,acept,not furnished,5145,23100,1410,294,29949
Mumbai,Borivali East,1,1,1,2,acept,not furnished,1140,1950,48,30,3168
Mumbai,Nala Sopara,2,1,0,12,acept,not furnished,1500,3510,102,54,5166
Mumbai,Kharghar,2,1,1,-,acept,not furnished,0,1620,0,30,1650
Bangalore,Hennur,1,1,1,7,acept,furnished,2490,8700,417,111,11718
Delhi,Noida,3,2,0,5,acept,furnished,2943,15000,504,195,18642
Bangalore,Talaghattapura,3,3,2,14,acept,furnished,2838,8070,1083,105,12096
Bangalore,Sarjapur  Road,3,1,1,12,acept,not furnished,2400,9000,0,117,11517
Chennai,Thiruvanmiyur,2,1,2,7,acept,not furnished,1827,4500,270,60,6657
Bangalore,Kanakpura Road,1,1,1,15,acept,furnished,3000,16500,600,210,20310
Bangalore,Whitefield,2,1,1,13,acept,not furnished,1221,5145,36,66,6468
Bangalore,Thanisandra,2,5,2,2,not acept,furnished,7344,45000,2811,573,55740
Bangalore,Hennur Road,2,2,0,-,acept,not furnished,0,5250,0,81,5331
Kolkata,Beniapukur,5,7,8,-,acept,not furnished,0,30000,3,492,30510
Bangalore,8th Phase JP Nagar,1,2,1,4,acept,furnished,2385,11550,891,147,14973
Bangalore,Akshaya Nagar,4,4,2,-,acept,not furnished,0,16500,3000,249,19749
Kolkata,Sodepur,2,1,2,-,acept,not furnished,0,4500,189,75,4764
Delhi,Greater Kailash,1,1,0,3,not acept,not furnished,1770,4008,189,54,6021
Bangalore,Whitefield,2,1,1,7,not acept,not furnished,2400,10200,600,132,13332
Bangalore,Hennur Road,1,1,1,12,acept,not furnished,2610,10800,219,42,13671
Delhi,Noida,3,3,2,9,acept,not furnished,2250,9000,1500,117,12867
Kolkata,Baishnabghata Patuli Township,1,1,0,1,not acept,furnished,0,3501,1002,48,4551
Delhi,South Extension 2,2,2,1,8,not acept,furnished,2478,5850,657,78,9063
Bangalore,Bannerghatta Road,3,2,1,1,not acept,not furnished,2610,7500,480,96,10686
Bangalore,Marathahalli,6,6,4,-,acept,not furnished,0,14100,1752,213,16065
Bangalore,Banashankari Stage V,4,5,0,1,acept,furnished,4050,28500,2376,363,35280
Delhi,Subhash Nagar,7,6,1,12,not acept,furnished,3900,45000,3501,582,52980
Delhi,Chittaranjan Park,1,1,1,2,acept,furnished,7440,7440,2400,96,17376
Kolkata,Behala,1,1,1,4,not acept,furnished,900,9600,0,129,10629
Bangalore,Harlur,3,3,4,-,acept,furnished,0,24000,3000,363,27363
Kolkata,Uttarpara Kotrung,4,3,3,-,not acept,not furnished,0,21000,1839,345,23184
Bangalore,Sarjapur  Road,1,1,1,10,acept,furnished,1407,10770,249,138,12564
Kolkata,Kalighat,4,2,3,4,not acept,furnished,6450,16200,1941,216,24807
Bangalore,Marathahalli,3,3,3,-,acept,not furnished,3,10200,1251,156,11610
Delhi,laxmi nagar,2,2,1,7,not acept,furnished,4800,10500,675,138,16113
Bangalore,Devanahalli,2,1,1,3,acept,not furnished,1800,3360,102,45,5307
Bangalore,Iblur Village,3,3,2,3,acept,furnished,3660,15030,1185,192,20067
Delhi,Shanti Niketan,1,1,0,5,not acept,not furnished,1890,5250,150,69,7359
Kolkata,Topsia,4,4,4,8,acept,not furnished,7182,38100,2508,510,48300
Mumbai,Lower Parel,2,1,0,23,acept,not furnished,1800,3300,27,51,5178
Bangalore,4th Block Koramangala,4,4,4,15,acept,not furnished,6081,16500,2922,210,25713
Bangalore,Thanisandra,3,3,3,13,acept,furnished,7014,15000,2505,192,24711
Bangalore,Subramanyapura,2,1,2,11,not acept,furnished,2400,12000,720,153,15273
Bangalore,8th Phase JP Nagar,1,1,1,15,not acept,furnished,3654,15000,852,192,19698
Bangalore,7th Phase JP Nagar,1,1,1,1,not acept,furnished,9000,16560,0,210,25770
Kolkata,Santoshpur,3,2,2,1,acept,not furnished,1800,6900,882,93,9675
Mumbai,Thakur complex,3,3,1,10,acept,furnished,4875,5250,363,78,10566
Delhi,Uttam Nagar,3,2,1,5,acept,not furnished,3450,4350,0,57,7857
Kolkata,Taltala,3,1,1,4,not acept,not furnished,960,3000,183,42,4185
Chennai,Oragadam,1,2,1,11,not acept,not furnished,2790,4620,204,60,7674
Bangalore,Raja Rajeshwari Nagar,1,1,1,17,acept,not furnished,1050,5850,252,75,7227
Bangalore,Ramagondanahalli,3,2,1,2,not acept,not furnished,2853,5700,615,75,9243
Bangalore,Kasavanhalli,3,2,2,14,acept,not furnished,0,9600,0,123,9723
Bangalore,Electronic City,3,2,1,-,acept,not furnished,0,10500,294,159,10953
Bangalore,Raja Rajeshwari Nagar,1,1,1,6,not acept,furnished,2658,3750,270,48,6726
Kolkata,Entally,3,2,4,2,acept,furnished,690,8610,426,117,9843
Delhi,Sector 19 Dwarka,2,1,0,3,acept,not furnished,2775,6900,735,90,10500
Chennai,Ullagaram,3,3,4,-,acept,not furnished,2610,12600,1569,192,16971
Kolkata,Mankundu,2,1,1,2,acept,not furnished,300,3150,252,42,3744
Delhi,Anand Niketan,1,1,0,10,acept,not furnished,1080,4290,186,57,5613
Kolkata,Keshtopur,3,3,2,4,acept,not furnished,1050,5850,0,78,6978
Kolkata,Keshtopur,3,3,2,-,not acept,not furnished,0,10200,795,168,11163
Delhi,Punjabi Bagh,3,1,1,5,acept,not furnished,5691,4500,411,60,10662
Mumbai,Chembur,1,2,0,-,not acept,not furnished,0,4500,177,81,4758
Delhi,Uttam Nagar,4,3,1,3,not acept,not furnished,4500,9000,606,117,14223
Delhi,Rohini sector 24,3,2,1,5,not acept,not furnished,2940,13500,375,174,16989
Bangalore,Choodasandra,3,3,2,17,acept,not furnished,3300,21210,1146,270,25926
Delhi,Palam,3,1,1,3,not acept,furnished,6900,45000,1002,582,53490
Bangalore,Whitefield,2,1,1,1,acept,not furnished,1488,3600,0,48,5136
Bangalore,Garudachar Palya,3,4,4,10,not acept,furnished,7050,25500,0,324,32880
Bangalore,Bharathi Nagar,4,5,4,1,acept,furnished,14850,45000,6627,573,67050
Mumbai,Nalasopara West,3,3,3,8,not acept,not furnished,300,31500,252,462,32520
Mumbai,vile parle west,3,2,2,3,acept,furnished,6600,11970,501,177,19248
Bangalore,Tumkur Road,3,3,1,12,not acept,not furnished,4800,12450,0,159,17409
Bangalore,Electronic City,3,3,3,-,acept,not furnished,0,12900,360,195,13455
Bangalore,Doddakallasandra,3,3,0,-,acept,not furnished,0,12000,126,183,12309
Delhi,East of Kailash,1,1,0,10,acept,furnished,642,6450,0,84,7176
Kolkata,Behala,1,1,1,3,not acept,furnished,900,9000,0,120,10020
Bangalore,Bellandur,4,1,1,13,acept,not furnished,7260,25500,1200,324,34290
Chennai,West Mambalam,1,1,0,4,not acept,not furnished,900,1500,30,21,2451
Bangalore,Uttarahalli,2,2,1,11,acept,not furnished,3624,7650,648,99,12021
Bangalore,Begur Road,3,5,4,10,acept,not furnished,6750,20400,252,261,27663
Bangalore,7th Phase JP Nagar,2,1,1,4,acept,not furnished,852,3300,0,42,4194
Chennai,Alwarpet,2,2,2,2,acept,not furnished,3525,11400,765,147,15837
Bangalore,Harlur,4,6,4,2,not acept,not furnished,6000,13230,0,168,19398
Delhi,Tagore Garden Extension,3,2,0,3,acept,not furnished,4113,13500,1356,174,19143
Mumbai,Neral,2,2,2,3,acept,not furnished,1800,5100,102,75,7077
Bangalore,Uttarahalli,2,1,1,-,acept,not furnished,0,4500,165,69,4734
Bangalore,Budigere,1,1,0,3,acept,not furnished,1500,4500,0,60,6060
Bangalore,Electronic City Phase II,1,1,0,14,acept,not furnished,1200,4800,0,63,6063
Delhi,Sector 11 Dwarka,3,1,1,2,not acept,not furnished,600,11100,309,144,12153
Bangalore,7th Phase JP Nagar,2,1,0,-,not acept,not furnished,210,4350,129,66,4755
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3450,150,54,3654
Bangalore,Hebbal,4,5,4,6,acept,not furnished,6150,29400,2994,375,38910
Bangalore,Babusapalaya,3,2,1,1,not acept,not furnished,3075,5100,0,66,8241
Bangalore,Vijayanagar,2,2,1,6,not acept,not furnished,1200,3750,15,48,5013
Chennai,tambaram west,2,1,2,1,acept,not furnished,1560,3600,222,48,5430
Bangalore,1st Phase JP Nagar,3,2,2,1,acept,not furnished,3900,6000,852,78,10830
Delhi,Green Park Extension,3,2,1,3,acept,not furnished,7200,17400,1500,225,26325
Bangalore,Electronic City,3,2,1,5,acept,not furnished,3663,3600,114,48,7425
Mumbai,Thane West,1,1,0,5,acept,not furnished,960,1950,27,30,2967
Delhi,Roop Nagar,13,4,3,-,acept,not furnished,0,45000,2001,687,47700
Bangalore,Jalahalli,2,2,2,4,acept,not furnished,1212,7800,225,99,9336
Bangalore,Kammasandra,2,3,1,9,acept,furnished,6000,30000,951,381,37320
Delhi,Sector 3 Rohini,4,4,2,3,acept,not furnished,7467,29550,3765,381,41160
Bangalore,Raja Rajeshwari Nagar,1,1,0,16,not acept,furnished,6000,4500,927,60,11487
Bangalore,Yeshwanthpur,4,4,3,-,acept,not furnished,0,30000,8121,453,38580
Bangalore,Kambipura,3,3,2,10,acept,not furnished,7800,11400,1815,147,21162
Bangalore,Sarjapur  Road,2,1,1,7,acept,not furnished,1500,3900,144,51,5595
Bangalore,Bannerghatta Road,3,3,2,1,acept,furnished,3300,26850,0,342,30480
Bangalore,ISRO Layout,3,4,2,1,not acept,not furnished,6600,9900,1677,126,18303
Bangalore,Akshaya Nagar,5,7,4,-,acept,not furnished,0,24000,2325,363,26688
Bangalore,Hulimavu,1,1,0,26,acept,not furnished,1152,6300,120,81,7653
Bangalore,Parappana Agrahara,3,2,1,4,acept,not furnished,612,4530,0,60,5202
Bangalore,Hoodi,2,2,2,-,not acept,not furnished,0,8100,168,123,8391
Bangalore,Thanisandra,3,3,2,-,not acept,not furnished,0,18000,2250,273,20523
Delhi,Vijay Nagar,3,3,0,8,acept,furnished,3900,30000,1125,387,35400
Bangalore,Begur,4,5,4,9,acept,not furnished,7923,9600,2232,123,19878
Bangalore,Sarjapur,1,1,0,3,not acept,furnished,450,9426,201,120,10197
Bangalore,Billekahalli,3,3,3,9,acept,not furnished,12000,27000,3252,345,42600
Chennai,Madhavaram,1,1,1,3,acept,not furnished,1764,1650,219,21,3654
Bangalore,Thubarahalli,3,3,0,-,acept,not furnished,450,7800,513,120,8883
Mumbai,Kurla West,3,2,3,-,acept,not furnished,1050,11700,8280,210,21240
Bangalore,Whitefield,2,1,1,14,not acept,not furnished,1350,5700,0,75,7125
Delhi,Greater Kailash,1,1,0,8,acept,not furnished,1800,5550,75,72,7497
Bangalore,Hoodi,3,5,2,-,acept,furnished,0,11700,750,177,12627
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2550,90,33,2673
Bangalore,Attibele,2,2,0,10,acept,not furnished,1830,4950,0,63,6843
Bangalore,Thanisandra,2,3,2,-,acept,not furnished,0,12000,588,183,12771
Bangalore,Hebbal,4,3,4,-,acept,not furnished,0,8100,462,123,8685
Bangalore,Mysore Road,1,1,0,1,not acept,not furnished,0,3600,90,48,3738
Bangalore,Kaggadasapura,1,1,1,4,not acept,furnished,1980,13200,123,168,15471
Bangalore,Gottigere,2,1,1,24,acept,furnished,1620,10500,405,135,12660
Delhi,Maharani Bagh,2,2,2,7,acept,furnished,3960,22500,1302,291,28053
Bangalore,Hosakerehalli,3,3,2,-,acept,not furnished,0,8400,627,129,9156
Bangalore,Gottigere,2,1,2,3,acept,furnished,1935,4350,207,57,6549
Delhi,East of Kailash,1,1,0,4,not acept,not furnished,1200,2160,150,30,3540
Mumbai,Mira Road East,2,1,1,2,acept,not furnished,300,4620,0,69,4989
Bangalore,Banashankari,3,5,3,-,acept,not furnished,0,36000,3750,543,40290
Bangalore,Begur Road,4,3,3,3,acept,not furnished,4800,10200,0,132,15132
Kolkata,Uttarpara Kotrung,4,4,4,-,acept,not furnished,0,14700,960,243,15903
Mumbai,Mulund West,2,2,1,2,acept,not furnished,2040,3900,426,57,6423
Mumbai,Kamothe,1,1,1,7,acept,not furnished,1800,3750,195,57,5802
Mumbai,Kalyan,5,4,8,-,acept,not furnished,0,30000,1251,534,31800
Bangalore,Hoodi,2,2,2,7,acept,not furnished,3780,20220,0,258,24258
Kolkata,Kamarhati on BT Road,3,1,1,2,acept,not furnished,810,5700,243,78,6831
Chennai,Ayapakkam,3,1,1,5,not acept,not furnished,2460,6150,450,78,9138
Delhi,Safdarjung Enclave,2,2,0,2,acept,not furnished,1773,7200,450,93,9516
Bangalore,5th Block Hbr Layout,1,2,4,25,acept,not furnished,5535,29700,1650,378,37260
Bangalore,Electronic City,3,3,2,6,acept,not furnished,3750,16500,750,210,21210
Bangalore,Frazer Town,4,6,3,-,acept,furnished,600,36000,2451,543,39600
Bangalore,KR Puram,1,1,1,14,not acept,furnished,3000,14850,675,189,18714
Bangalore,Peenya,6,7,4,-,not acept,not furnished,45000,39000,7395,588,91980
Bangalore,Bommenahalli,2,2,2,-,acept,not furnished,3,13500,2256,204,15963
Bangalore,Yelahanka,1,1,1,-,acept,not furnished,0,3900,204,60,4164
Mumbai,Ghansoli,2,1,0,4,acept,not furnished,780,3300,126,51,4257
Bangalore,Hebbal,4,4,4,9,acept,not furnished,9900,36000,3360,459,49710
Bangalore,Whitefield,2,1,1,-,not acept,not furnished,0,3900,207,60,4167
Bangalore,CV Raman Nagar,3,4,4,2,not acept,not furnished,21000,37500,9252,477,68220
Bangalore,Rajaji Nagar,3,2,1,12,acept,not furnished,3801,13500,1002,174,18477
Bangalore,Electronic City Phase II,1,1,0,-,acept,not furnished,0,2250,177,36,2463
Bangalore,Anekal,2,1,1,5,acept,not furnished,3000,9000,150,117,12267
Chennai,West Tambaram,2,1,1,1,acept,furnished,1110,3000,108,39,4257
Bangalore,Vishveshwarya Layout,4,4,4,-,acept,not furnished,0,36000,7500,543,44040
Bangalore,Binny Pete,4,4,3,3,acept,not furnished,6300,19800,1125,252,27477
Mumbai,Byculla,4,1,1,3,acept,not furnished,3861,10500,1110,156,15627
Bangalore,Old Madras Road,4,4,4,4,acept,not furnished,11700,8700,0,111,20511
Bangalore,Hulimavu,1,1,0,6,not acept,not furnished,1410,5400,186,69,7065
Bangalore,Yelahanka,1,1,0,16,acept,not furnished,1740,3315,0,42,5097
Chennai,Avadi,1,1,0,13,acept,not furnished,750,2850,126,39,3765
Bangalore,Chandapura,2,2,1,13,not acept,furnished,2100,9600,0,123,11823
Bangalore,Hoodi,4,3,2,10,acept,not furnished,6000,11400,1002,147,18549
Bangalore,Ramamurthy Nagar,2,3,2,5,acept,not furnished,1497,7200,213,93,9003
Bangalore,7th Phase JP Nagar,1,1,0,7,acept,not furnished,795,3825,0,51,4671
Bangalore,Mahadevpura,1,1,1,24,not acept,furnished,1800,12600,375,162,14937
Kolkata,Tangra,2,1,1,4,acept,not furnished,528,2550,180,36,3294
Kolkata,Tollygunge Karunamoyee,6,7,6,-,acept,not furnished,0,16500,1284,273,18057
Mumbai,Thane West,1,1,1,1,acept,not furnished,1206,3150,201,48,4605
Bangalore,GM Palaya,2,2,1,8,acept,furnished,3708,12600,753,162,17223
Bangalore,Akshayanagara East,2,3,2,-,acept,not furnished,0,13857,1677,210,15744
Delhi,Chattarpur,2,1,0,2,acept,not furnished,2640,7950,627,105,11322
Kolkata,Behala,2,1,1,4,acept,furnished,540,3900,117,54,4611
Bangalore,Vijayanagar,2,1,1,7,acept,not furnished,1350,12000,126,153,13629
Bangalore,Kudlu Gate,2,2,1,1,acept,not furnished,2655,6000,390,78,9123
Bangalore,RMV Extension,4,5,8,-,acept,not furnished,0,24000,651,363,25014
Delhi,Sector 11 Rohini,1,1,0,4,not acept,not furnished,0,2724,0,36,2760
Kolkata,Tollygunge,4,2,2,-,acept,furnished,0,36000,699,591,37290
Delhi,Pitampura,1,1,0,1,not acept,furnished,2250,9900,747,129,13026
Bangalore,JP Nagar,3,4,1,-,acept,not furnished,3,11100,300,168,11571
Bangalore,Jigani,2,2,1,-,acept,not furnished,387,6420,0,99,6906
Chennai,Kodambakkam,3,3,5,-,acept,not furnished,0,22500,1377,339,24216
Mumbai,Kharghar,2,2,1,4,not acept,not furnished,1800,6510,201,96,8607
Bangalore,Sarjapur  Road,2,2,0,-,not acept,not furnished,0,11400,270,174,11844
Bangalore,Koramangala,1,1,1,15,acept,furnished,1461,9000,426,117,11004
