Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Castor seed,Rabi       ,Telangana,463.0,304,1350.3,75098.6,162.05,0.785555556
Coriander,Kharif     ,Telangana,7.0,7,1350.3,1135.4,2.45,1.0
Coriander,Rabi       ,Telangana,1005.0,1004,1350.3,163011.0,351.75,0.992727273
Cowpea(Lobia),Kharif     ,Telangana,1310.0,1045,1350.3,212482.0,458.5,0.81
Cowpea(Lobia),Rabi       ,Telangana,3925.0,4411,1350.3,636635.0,1373.75,1.134090909
Dry chillies,Rabi       ,Telangana,7962.0,48929,1350.3,1291436.4,2786.7,6.026666667
Garlic,Rabi       ,Telangana,86.0,220,1350.3,13949.2,30.1,2.463333333
Groundnut,Kharif     ,Telangana,13157.0,32947,1350.3,2134065.4,4604.95,2.439565217
Horse-gram,Kharif     ,Telangana,144.0,92,1350.3,23356.8,50.4,0.654
Horse-gram,Rabi       ,Telangana,736.0,467,1350.3,119379.2,257.6,0.668571429
Jowar,Kharif     ,Telangana,34894.0,32485,1350.3,5659806.8,12212.9,0.941904762
Jowar,Rabi       ,Telangana,21185.0,35026,1350.3,3436207.0,7414.75,1.624230769
Moong(Green Gram),Rabi       ,Telangana,6648.0,6301,1350.3,1078305.6,2326.8,0.961923077
Potato,Kharif     ,Telangana,8.0,24,1350.3,1297.6,2.8,3.0
Ragi,Kharif     ,Telangana,1034.0,1011,1350.3,167714.8,361.9,0.974285714
Ragi,Rabi       ,Telangana,176.0,173,1350.3,28547.2,61.6,0.994285714
Safflower,Rabi       ,Telangana,2552.0,1543,1350.3,413934.4,893.2,0.749
Sesamum,Kharif     ,Telangana,770.0,132,1350.3,124894.0,269.5,0.167857143
Sesamum,Rabi       ,Telangana,16893.0,11831,1350.3,2740044.6,5912.55,0.687727273
Small millets,Kharif     ,Telangana,96.0,97,1350.3,15571.2,33.6,0.986666667
Small millets,Rabi       ,Telangana,24.0,24,1350.3,3892.8,8.4,1.0
Sunflower,Kharif     ,Telangana,124.0,243,1350.3,20112.8,43.4,1.98
Sunflower,Rabi       ,Telangana,2414.0,4733,1350.3,391550.8,844.9,1.984
Sweet potato,Kharif     ,Telangana,6.0,38,1350.3,973.2,2.1,6.33
Sweet potato,Rabi       ,Telangana,83.0,527,1350.3,13462.6,29.05,6.35
Tobacco,Kharif     ,Telangana,1150.0,3423,1350.3,186530.0,402.5,4.306666667
Tobacco,Rabi       ,Telangana,2891.0,9132,1350.3,468920.2,1011.85,4.26
Urad,Kharif     ,Telangana,26783.0,22628,1350.3,4344202.6,9374.05,0.862307692
Urad,Rabi       ,Telangana,5289.0,7828,1350.3,857875.8,1851.15,1.3956
Wheat,Rabi       ,Telangana,4844.0,9093,1350.3,785696.8,1695.4,1.807
Arhar/Tur,Rabi       ,Telangana,333.0,230,1031.7,57196.08,123.21,0.775833333
Bajra,Kharif     ,Telangana,829.0,1007,1031.7,142389.04,306.73,1.1275
Bajra,Rabi       ,Telangana,8250.0,9509,1031.7,1417020.0,3052.5,1.005833333
Cashewnut,Kharif     ,Telangana,1521.0,465,1031.7,261246.96,562.77,0.306666667
Castor seed,Kharif     ,Telangana,25921.0,33945,1031.7,4452190.96,9590.77,1.277222222
Castor seed,Rabi       ,Telangana,2046.0,3313,1031.7,351420.96,757.02,1.235714286
Coriander,Kharif     ,Telangana,48.0,45,1031.7,8244.48,17.76,0.97875
Coriander,Rabi       ,Telangana,585.0,542,1031.7,100479.6,216.45,1.016
Cowpea(Lobia),Kharif     ,Telangana,781.0,552,1031.7,134144.56,288.97,0.7692
Cowpea(Lobia),Rabi       ,Telangana,2378.0,2311,1031.7,408445.28,879.86,0.965172414
Dry chillies,Rabi       ,Telangana,8499.0,50064,1031.7,1459788.24,3144.63,5.682608696
Garlic,Rabi       ,Telangana,23.0,108,1031.7,3950.48,8.51,4.578333333
Ginger,Kharif     ,Telangana,2409.0,15903,1031.7,413769.84,891.33,6.696
Groundnut,Kharif     ,Telangana,12363.0,33907,1031.7,2123468.88,4574.31,2.6504
Horse-gram,Kharif     ,Telangana,431.0,371,1031.7,74028.56,159.47,0.818333333
Horse-gram,Rabi       ,Telangana,619.0,539,1031.7,106319.44,229.03,0.870526316
Jowar,Rabi       ,Telangana,31090.0,66128,1031.7,5340018.4,11503.3,1.984814815
Moong(Green Gram),Rabi       ,Telangana,5904.0,5598,1031.7,1014071.04,2184.48,0.953214286
Potato,Kharif     ,Telangana,3.0,0,1031.7,515.28,1.11,0.0
Ragi,Kharif     ,Telangana,1488.0,2355,1031.7,255578.88,550.56,1.644285714
Ragi,Rabi       ,Telangana,262.0,417,1031.7,45001.12,96.94,1.572857143
Safflower,Kharif     ,Telangana,1.0,0,1031.7,171.76,0.37,0.0
Safflower,Rabi       ,Telangana,1584.0,1750,1031.7,272067.84,586.08,1.106363636
Sesamum,Kharif     ,Telangana,495.0,72,1031.7,85021.2,183.15,0.095
Sesamum,Rabi       ,Telangana,19765.0,12579,1031.7,3394836.4,7313.05,0.653
Small millets,Kharif     ,Telangana,924.0,1579,1031.7,158706.24,341.88,1.692
Small millets,Rabi       ,Telangana,69.0,106,1031.7,11851.44,25.53,1.825
Sunflower,Kharif     ,Telangana,63.0,141,1031.7,10820.88,23.31,2.268
Sunflower,Rabi       ,Telangana,4469.0,9969,1031.7,767595.44,1653.53,2.166153846
Tobacco,Kharif     ,Telangana,1358.0,4173,1031.7,233250.08,502.46,3.01
Tobacco,Rabi       ,Telangana,1595.0,4962,1031.7,273957.2,590.15,3.037777778
Urad,Kharif     ,Telangana,14723.0,13805,1031.7,2528822.48,5447.51,0.931481481
Urad,Rabi       ,Telangana,6816.0,12269,1031.7,1170716.16,2521.92,1.787692308
Wheat,Kharif     ,Telangana,1.0,0,1031.7,171.76,0.37,0.0
Wheat,Rabi       ,Telangana,4471.0,8237,1031.7,767938.96,1654.27,1.798461538
Bajra,Rabi       ,Andhra Pradesh,10039.0,6886,650.4,1065439.07,2710.53,0.860909091
Horse-gram,Kharif     ,Andhra Pradesh,17595.0,5969,650.4,1867357.35,4750.65,0.387857143
Linseed,Rabi       ,Andhra Pradesh,5864.0,506,650.4,622346.32,1583.28,0.1175
Masoor,Rabi       ,Andhra Pradesh,4942.0,1872,650.4,524494.46,1334.34,0.346153846
Niger seed,Kharif     ,Andhra Pradesh,18602.0,7164,650.4,1974230.26,5022.54,0.3725
Ragi,Rabi       ,Andhra Pradesh,14472.0,24853,650.4,1535913.36,3907.44,1.79
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,2942.0,646,650.4,312234.46,794.34,0.214
Safflower,Rabi       ,Andhra Pradesh,16896.0,7742,650.4,1793172.48,4561.92,0.39
Wheat,Rabi       ,Andhra Pradesh,13515.0,9056,650.4,1434346.95,3649.05,0.658181818
Bajra,Kharif     ,Puducherry,207.0,397,1434.5875,19596.69,51.75,1.92
Black pepper,Whole Year ,Puducherry,12.0,8,1434.5875,1136.04,3.0,0.67
Cashewnut,Whole Year ,Puducherry,184.0,140,1434.5875,17419.28,46.0,1.056666667
Coriander,Whole Year ,Puducherry,5.0,4,1434.5875,473.35,1.25,0.8
Cotton(lint),Kharif     ,Puducherry,314.0,1635,1434.5875,29726.38,78.5,5.225
Dry chillies,Whole Year ,Puducherry,14.0,36,1434.5875,1325.38,3.5,2.57
Moong(Green Gram),Rabi       ,Puducherry,1017.0,201,1434.5875,96279.39,254.25,0.403333333
Ragi,Kharif     ,Puducherry,114.0,251,1434.5875,10792.38,28.5,1.61
Rice,Kharif     ,Puducherry,24142.0,57514,1434.5875,2285523.14,6035.5,2.56
Urad,Rabi       ,Puducherry,812.0,330,1434.5875,76872.04,203.0,0.446666667
Bajra,Kharif     ,Puducherry,9.0,27,1098.3,1357.2,2.79,3.0
Bajra,Summer     ,Puducherry,12.0,36,1098.3,1809.6,3.72,3.0
Cashewnut,Kharif     ,Puducherry,144.0,52,1098.3,21715.2,44.64,0.395
Coriander,Rabi       ,Puducherry,1.0,1,1098.3,150.8,0.31,1.0
Cotton(lint),Summer     ,Puducherry,12.0,9,1098.3,1809.6,3.72,0.75
Dry chillies,Kharif     ,Puducherry,1.0,2,1098.3,150.8,0.31,2.0
Dry chillies,Rabi       ,Puducherry,2.0,4,1098.3,301.6,0.62,2.0
Dry chillies,Summer     ,Puducherry,1.0,2,1098.3,150.8,0.31,2.0
Groundnut,Kharif     ,Puducherry,6.0,17,1098.3,904.8,1.86,2.83
Groundnut,Rabi       ,Puducherry,323.0,678,1098.3,48708.4,100.13,2.1
Groundnut,Summer     ,Puducherry,37.0,92,1098.3,5579.6,11.47,1.55
Jowar,Kharif     ,Puducherry,2.0,4,1098.3,301.6,0.62,2.0
Jowar,Summer     ,Puducherry,1.0,2,1098.3,150.8,0.31,2.0
Moong(Green Gram),Rabi       ,Puducherry,37.0,22,1098.3,5579.6,11.47,0.79
Moong(Green Gram),Summer     ,Puducherry,865.0,247,1098.3,130442.0,268.15,0.643333333
Other  Rabi pulses,Rabi       ,Puducherry,28.0,29,1098.3,4222.4,8.68,1.04
Other Kharif pulses,Rabi       ,Puducherry,13.0,16,1098.3,1960.4,4.03,1.23
Ragi,Kharif     ,Puducherry,16.0,37,1098.3,2412.8,4.96,2.31
Ragi,Summer     ,Puducherry,17.0,31,1098.3,2563.6,5.27,1.82
Rice,Kharif     ,Puducherry,3559.0,11637,1098.3,536697.2,1103.29,3.076666667
Rice,Rabi       ,Puducherry,8979.0,23373,1098.3,1354033.2,2783.49,3.233333333
Rice,Summer     ,Puducherry,3743.0,11509,1098.3,564444.4,1160.33,2.54
Sesamum,Kharif     ,Puducherry,4.0,3,1098.3,603.2,1.24,0.75
Sesamum,Rabi       ,Puducherry,7.0,5,1098.3,1055.6,2.17,0.71
Sesamum,Summer     ,Puducherry,103.0,112,1098.3,15532.4,31.93,0.72
Turmeric,Rabi       ,Puducherry,5.0,9,1098.3,754.0,1.55,1.8
Urad,Kharif     ,Puducherry,4.0,4,1098.3,603.2,1.24,1.0
Urad,Rabi       ,Puducherry,227.0,310,1098.3,34231.6,70.37,0.995
Urad,Summer     ,Puducherry,410.0,151,1098.3,61828.0,127.1,0.72
Bajra,Kharif     ,Puducherry,12.0,31,1083.2,1733.88,3.24,2.58
Cashewnut,Kharif     ,Puducherry,147.0,53,1083.2,21240.03,39.69,0.425
Cotton(lint),Summer     ,Puducherry,67.0,50,1083.2,9680.83,18.09,0.87
Dry chillies,Kharif     ,Puducherry,1.0,4,1083.2,144.49,0.27,4.0
Dry chillies,Rabi       ,Puducherry,2.0,12,1083.2,288.98,0.54,6.0
Groundnut,Kharif     ,Puducherry,5.0,15,1083.2,722.45,1.35,3.0
Groundnut,Rabi       ,Puducherry,320.0,800,1083.2,46236.8,86.4,2.5
Groundnut,Summer     ,Puducherry,29.0,54,1083.2,4190.21,7.83,1.48
Jowar,Kharif     ,Puducherry,1.0,2,1083.2,144.49,0.27,2.0
Jowar,Summer     ,Puducherry,1.0,2,1083.2,144.49,0.27,2.0
Moong(Green Gram),Rabi       ,Puducherry,37.0,19,1083.2,5346.13,9.99,0.51
Moong(Green Gram),Summer     ,Puducherry,590.0,236,1083.2,85249.1,159.3,0.55
Other  Rabi pulses,Rabi       ,Puducherry,50.0,46,1083.2,7224.5,13.5,0.92
Other  Rabi pulses,Summer     ,Puducherry,1.0,1,1083.2,144.49,0.27,1.0
Other Kharif pulses,Rabi       ,Puducherry,3.0,3,1083.2,433.47,0.81,1.0
Ragi,Kharif     ,Puducherry,19.0,36,1083.2,2745.31,5.13,1.89
Ragi,Rabi       ,Puducherry,1.0,2,1083.2,144.49,0.27,2.0
Ragi,Summer     ,Puducherry,21.0,39,1083.2,3034.29,5.67,1.86
Rice,Kharif     ,Puducherry,3671.0,12091,1083.2,530422.79,991.17,2.696666667
Rice,Rabi       ,Puducherry,8382.0,24736,1083.2,1211115.18,2263.14,3.78
Rice,Summer     ,Puducherry,3769.0,12965,1083.2,544582.81,1017.63,3.41
Sesamum,Kharif     ,Puducherry,11.0,8,1083.2,1589.39,2.97,0.73
Sesamum,Rabi       ,Puducherry,4.0,3,1083.2,577.96,1.08,0.75
Sesamum,Summer     ,Puducherry,177.0,146,1083.2,25574.73,47.79,0.82
Small millets,Kharif     ,Puducherry,3.0,3,1083.2,433.47,0.81,1.0
Turmeric,Rabi       ,Puducherry,2.0,5,1083.2,288.98,0.54,2.5
Urad,Kharif     ,Puducherry,3.0,2,1083.2,433.47,0.81,0.67
Urad,Rabi       ,Puducherry,132.0,138,1083.2,19072.68,35.64,0.82
Urad,Summer     ,Puducherry,476.0,128,1083.2,68777.24,128.52,0.615
Bajra,Kharif     ,Puducherry,6.0,11,1330.0,905.76,1.98,1.83
Cashewnut,Kharif     ,Puducherry,144.0,44,1330.0,21738.24,47.52,0.4
Coriander,Rabi       ,Puducherry,1.0,1,1330.0,150.96,0.33,1.0
Cotton(lint),Summer     ,Puducherry,94.0,180,1330.0,14190.24,31.02,1.725
Dry chillies,Kharif     ,Puducherry,20.0,18,1330.0,3019.2,6.6,0.9
Groundnut,Kharif     ,Puducherry,8.0,24,1330.0,1207.68,2.64,3.0
Groundnut,Rabi       ,Puducherry,335.0,1005,1330.0,50571.6,110.55,3.0
Groundnut,Summer     ,Puducherry,16.0,30,1330.0,2415.36,5.28,1.715
Jowar,Kharif     ,Puducherry,2.0,3,1330.0,301.92,0.66,1.5
Moong(Green Gram),Rabi       ,Puducherry,56.0,42,1330.0,8453.76,18.48,0.75
Moong(Green Gram),Summer     ,Puducherry,1023.0,395,1330.0,154432.08,337.59,0.566666667
Other  Rabi pulses,Rabi       ,Puducherry,64.0,52,1330.0,9661.44,21.12,0.81
Other Kharif pulses,Rabi       ,Puducherry,2.0,3,1330.0,301.92,0.66,1.5
Ragi,Kharif     ,Puducherry,12.0,28,1330.0,1811.52,3.96,2.18
Ragi,Summer     ,Puducherry,32.0,58,1330.0,4830.72,10.56,1.81
Rice,Kharif     ,Puducherry,3643.0,11821,1330.0,549947.28,1202.19,2.936666667
Rice,Rabi       ,Puducherry,9006.0,26378,1330.0,1359545.76,2971.98,3.506666667
Rice,Summer     ,Puducherry,4005.0,14518,1330.0,604594.8,1321.65,3.62
Sesamum,Kharif     ,Puducherry,3.0,2,1330.0,452.88,0.99,0.67
Sesamum,Rabi       ,Puducherry,12.0,9,1330.0,1811.52,3.96,0.75
Sesamum,Summer     ,Puducherry,125.0,103,1330.0,18870.0,41.25,0.82
Turmeric,Rabi       ,Puducherry,1.0,2,1330.0,150.96,0.33,2.0
Urad,Kharif     ,Puducherry,9.0,7,1330.0,1358.64,2.97,0.78
Urad,Rabi       ,Puducherry,171.0,174,1330.0,25814.16,56.43,1.01
Urad,Summer     ,Puducherry,592.0,211,1330.0,89368.32,195.36,0.66
Black pepper,Whole Year ,Puducherry,12.0,7,1434.5875,1300.08,2.52,0.58
Cashewnut,Whole Year ,Puducherry,218.0,141,1434.5875,23618.12,45.78,0.63
Cotton(lint),Kharif     ,Puducherry,731.0,526,1434.5875,79196.54,153.51,0.725
Dry chillies,Whole Year ,Puducherry,14.0,35,1434.5875,1516.76,2.94,2.076666667
Groundnut,Kharif     ,Puducherry,1632.0,3157,1434.5875,176810.88,342.72,1.135
Moong(Green Gram),Rabi       ,Puducherry,1862.0,568,1434.5875,201729.08,391.02,0.45
Onion,Whole Year ,Puducherry,7.0,21,1434.5875,758.38,1.47,2.165
Other Cereals,Kharif     ,Puducherry,219.0,563,1434.5875,23726.46,45.99,2.57
Other Kharif pulses,Kharif     ,Puducherry,55.0,51,1434.5875,5958.7,11.55,0.93
Ragi,Kharif     ,Puducherry,104.0,166,1434.5875,11267.36,21.84,1.3
Rice,Autumn     ,Puducherry,6237.0,17257,1434.5875,675716.58,1309.77,2.76
Rice,Summer     ,Puducherry,5689.0,15537,1434.5875,616346.26,1194.69,2.73
Rice,Winter     ,Puducherry,12896.0,28242,1434.5875,1397152.64,2708.16,2.803333333
Sesamum,Kharif     ,Puducherry,142.0,105,1434.5875,15384.28,29.82,0.445
Small millets,Kharif     ,Puducherry,6.0,7,1434.5875,650.04,1.26,1.17
Urad,Rabi       ,Puducherry,1704.0,515,1434.5875,184611.36,357.84,0.543333333
Black pepper,Whole Year ,Puducherry,12.0,7,1434.5875,1439.04,2.52,0.58
Cotton(lint),Kharif     ,Puducherry,183.0,133,1434.5875,21945.36,38.43,0.755
Dry chillies,Whole Year ,Puducherry,8.0,17,1434.5875,959.36,1.68,2.07
Groundnut,Kharif     ,Puducherry,1175.0,2302,1434.5875,140906.0,246.75,1.84
Moong(Green Gram),Rabi       ,Puducherry,1971.0,617,1434.5875,236362.32,413.91,0.426666667
Onion,Whole Year ,Puducherry,9.0,29,1434.5875,1079.28,1.89,3.22
Other Cereals,Kharif     ,Puducherry,86.0,166,1434.5875,10313.12,18.06,1.93
Other Kharif pulses,Kharif     ,Puducherry,22.0,19,1434.5875,2638.24,4.62,0.7
Ragi,Kharif     ,Puducherry,56.0,101,1434.5875,6715.52,11.76,1.8
Rice,Autumn     ,Puducherry,5348.0,15278,1434.5875,641332.16,1123.08,2.57
Rice,Summer     ,Puducherry,5167.0,13013,1434.5875,619626.64,1085.07,1.845
Rice,Winter     ,Puducherry,12410.0,25326,1434.5875,1488207.2,2606.1,2.89
Sesamum,Kharif     ,Puducherry,132.0,85,1434.5875,15829.44,27.72,0.356666667
Small millets,Kharif     ,Puducherry,1.0,1,1434.5875,119.92,0.21,1.0
Urad,Rabi       ,Puducherry,1638.0,626,1434.5875,196428.96,343.98,0.633333333
